sub	learn-uncertainty	t	cond	onset	open_d	door	door_p	tgt_door	tgt_found	x	y
1	2	23	2	0.545	9	5	0.000	13	0	1830	805.000
1	2	23	2	0.561	9	5	0.000	13	0	1830	805.000
1	2	23	2	0.578	9	5	0.000	13	0	1830	805.000
1	2	23	2	0.595	9	5	0.000	13	0	1830	805.000
1	2	23	2	0.611	9	5	0.000	13	0	1830	805.000
1	2	23	2	0.628	9	5	0.000	13	0	1830	805.000
1	2	23	2	0.645	9	5	0.000	13	0	1830	805.000
1	2	23	2	0.666	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.678	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.695	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.711	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.728	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.745	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.761	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.778	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.795	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.811	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.828	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.845	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.862	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.878	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.895	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.911	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.928	1	5	0.250	13	0	1830	805.000
1	2	23	2	0.978	9	5	0.000	13	0	1830	805.000
1	2	23	2	0.995	9	5	0.000	13	0	1830	805.000
1	2	23	2	1.011	9	5	0.000	13	0	1830	805.000
1	2	23	2	1.028	9	5	0.000	13	0	1830	805.000
1	2	23	2	1.045	9	5	0.000	13	0	1830	805.000
1	2	23	2	1.061	9	5	0.000	13	0	1830	805.000
1	2	23	2	1.078	9	5	0.000	13	0	1830	805.000
1	2	23	2	1.095	9	5	0.000	13	0	1830	805.000
1	2	23	2	1.111	9	5	0.000	13	0	1830	805.000
1	2	23	2	1.128	9	5	0.000	13	0	1830	805.000
1	2	23	2	1.145	9	5	0.000	13	0	1831	805.000
1	2	23	2	1.161	9	5	0.000	13	0	1834	805.000
1	2	23	2	1.178	9	5	0.000	13	0	1835	805.000
1	2	23	2	1.195	9	5	0.000	13	0	1835	805.000
1	2	23	2	1.211	9	5	0.000	13	0	1835	805.000
1	2	23	2	1.228	9	5	0.000	13	0	1835	805.000
1	2	23	2	1.245	9	5	0.000	13	0	1835	805.000
1	2	23	2	1.261	9	5	0.000	13	0	1835	805.000
1	2	23	2	1.278	9	5	0.000	13	0	1835	805.000
1	2	23	2	1.295	9	5	0.000	13	0	1835	806.000
1	2	23	2	1.311	9	5	0.000	13	0	1834	812.000
1	2	23	2	1.328	9	5	0.000	13	0	1832	816.000
1	2	23	2	1.345	9	5	0.000	13	0	1830	820.000
1	2	23	2	1.362	9	5	0.000	13	0	1828	823.000
1	2	23	2	1.378	9	5	0.000	13	0	1827	825.000
1	2	23	2	1.395	9	5	0.000	13	0	1826	828.000
1	2	23	2	1.412	9	5	0.000	13	0	1824	831.000
1	2	23	2	1.428	9	5	0.000	13	0	1822	837.000
1	2	23	2	1.445	9	5	0.000	13	0	1817	849.000
1	2	23	2	1.461	9	5	0.000	13	0	1815	854.000
1	2	23	2	1.478	0	0	0.000	13	0	1813	857.000
1	2	23	2	1.495	0	0	0.000	13	0	1812	859.000
1	2	23	2	1.511	0	0	0.000	13	0	1812	860.000
1	2	23	2	1.528	0	0	0.000	13	0	1812	860.000
1	2	23	2	1.545	0	0	0.000	13	0	1812	860.000
1	2	23	2	1.562	0	0	0.000	13	0	1811	862.000
1	2	23	2	1.578	0	0	0.000	13	0	1810	865.000
1	2	23	2	1.595	0	0	0.000	13	0	1806	872.000
1	2	23	2	1.616	0	0	0.000	13	0	1804	879.000
1	2	23	2	1.628	0	0	0.000	13	0	1802	882.000
1	2	23	2	1.645	0	0	0.000	13	0	1801	884.000
1	2	23	2	1.661	0	0	0.000	13	0	1798	891.000
1	2	23	2	1.679	0	0	0.000	13	0	1793	902.000
1	2	23	2	1.695	0	0	0.000	13	0	1782	926.000
1	2	23	2	1.711	0	0	0.000	13	0	1769	952.000
1	2	23	2	1.728	0	0	0.000	13	0	1751	989.000
1	2	23	2	1.745	0	0	0.000	13	0	1700	1070.000
1	2	23	2	1.761	9	3	0.000	13	0	1668	1126.000
1	2	23	2	1.778	9	3	0.000	13	0	1652	1156.000
1	2	23	2	1.795	9	3	0.000	13	0	1649	1162.000
1	2	23	2	1.811	9	3	0.000	13	0	1646	1169.000
1	2	23	2	1.828	9	3	0.000	13	0	1644	1172.000
1	2	23	2	1.845	9	3	0.000	13	0	1644	1172.000
1	2	23	2	1.862	9	3	0.000	13	0	1644	1172.000
1	2	23	2	1.878	9	3	0.000	13	0	1644	1172.000
1	2	23	2	1.895	9	3	0.000	13	0	1644	1172.000
1	2	23	2	1.912	9	3	0.000	13	0	1644	1172.000
1	2	23	2	1.928	9	3	0.000	13	0	1644	1172.000
1	2	23	2	1.945	9	3	0.000	13	0	1644	1172.000
1	2	23	2	1.962	9	3	0.000	13	0	1644	1172.000
1	2	23	2	1.978	9	3	0.000	13	0	1644	1172.000
1	2	23	2	1.995	9	3	0.000	13	0	1644	1171.000
1	2	23	2	2.011	9	3	0.000	13	0	1643	1164.000
1	2	23	2	2.028	9	3	0.000	13	0	1643	1161.000
1	2	23	2	2.045	9	3	0.000	13	0	1643	1160.000
1	2	23	2	2.061	9	3	0.000	13	0	1643	1160.000
1	2	23	2	2.078	9	3	0.000	13	0	1643	1160.000
1	2	23	2	2.095	9	3	0.000	13	0	1643	1160.000
1	2	23	2	2.112	1	3	0.250	13	0	1643	1160.000
1	2	23	2	2.128	1	3	0.250	13	0	1643	1160.000
1	2	23	2	2.145	1	3	0.250	13	0	1643	1160.000
1	2	23	2	2.161	1	3	0.250	13	0	1643	1160.000
1	2	23	2	2.178	1	3	0.250	13	0	1643	1160.000
1	2	23	2	2.195	1	3	0.250	13	0	1643	1160.000
1	2	23	2	2.211	1	3	0.250	13	0	1643	1160.000
1	2	23	2	2.262	9	3	0.000	13	0	1643	1160.000
1	2	23	2	2.278	9	3	0.000	13	0	1643	1160.000
1	2	23	2	2.295	9	3	0.000	13	0	1644	1160.000
1	2	23	2	2.312	9	3	0.000	13	0	1669	1167.000
1	2	23	2	2.328	0	0	0.000	13	0	1742	1180.000
1	2	23	2	2.345	0	0	0.000	13	0	1893	1195.000
1	2	23	2	2.361	9	11	0.000	13	0	2000	1197.000
1	2	23	2	2.378	0	0	0.000	13	0	2073	1197.000
1	2	23	2	2.395	0	0	0.000	13	0	2115	1195.000
1	2	23	2	2.411	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.428	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.445	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.461	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.478	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.495	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.511	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.528	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.545	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.561	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.578	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.595	0	0	0.000	13	0	2126	1193.000
1	2	23	2	2.611	0	0	0.000	13	0	2125	1193.000
1	2	23	2	2.633	0	0	0.000	13	0	2113	1193.000
1	2	23	2	2.645	0	0	0.000	13	0	2085	1191.000
1	2	23	2	2.661	9	11	0.000	13	0	2057	1191.000
1	2	23	2	2.678	9	11	0.000	13	0	2030	1189.000
1	2	23	2	2.695	9	11	0.000	13	0	2008	1189.000
1	2	23	2	2.711	9	11	0.000	13	0	1994	1190.000
1	2	23	2	2.728	9	11	0.000	13	0	1988	1191.000
1	2	23	2	2.745	9	11	0.000	13	0	1988	1191.000
1	2	23	2	2.761	9	11	0.000	13	0	1990	1191.000
1	2	23	2	2.778	9	11	0.000	13	0	1990	1191.000
1	2	23	2	2.795	9	11	0.000	13	0	1990	1191.000
1	2	23	2	2.811	9	11	0.000	13	0	1990	1191.000
1	2	23	2	2.828	9	11	0.000	13	0	1990	1191.000
1	2	23	2	2.845	9	11	0.000	13	0	1990	1191.000
1	2	23	2	2.861	9	11	0.000	13	0	1990	1191.000
1	2	23	2	2.878	9	11	0.000	13	0	1990	1191.000
1	2	23	2	2.895	9	11	0.000	13	0	1990	1191.000
1	2	23	2	2.912	1	11	0.250	13	0	1991	1191.000
1	2	23	2	2.928	1	11	0.250	13	0	1992	1191.000
1	2	23	2	2.945	1	11	0.250	13	0	1993	1191.000
1	2	23	2	2.962	1	11	0.250	13	0	1993	1191.000
1	2	23	2	2.978	1	11	0.250	13	0	1994	1191.000
1	2	23	2	2.995	1	11	0.250	13	0	1994	1191.000
1	2	23	2	3.011	1	11	0.250	13	0	1994	1191.000
1	2	23	2	3.028	1	11	0.250	13	0	1994	1191.000
1	2	23	2	3.045	1	11	0.250	13	0	1994	1191.000
1	2	23	2	3.061	1	11	0.250	13	0	1994	1191.000
1	2	23	2	3.078	1	11	0.250	13	0	1994	1191.000
1	2	23	2	3.128	9	11	0.000	13	0	1995	1191.000
1	2	23	2	3.145	9	11	0.000	13	0	1995	1191.000
1	2	23	2	3.166	9	11	0.000	13	0	1995	1190.000
1	2	23	2	3.178	9	11	0.000	13	0	1995	1179.000
1	2	23	2	3.195	9	11	0.000	13	0	1993	1170.000
1	2	23	2	3.216	9	11	0.000	13	0	1984	1145.000
1	2	23	2	3.228	0	0	0.000	13	0	1972	1118.000
1	2	23	2	3.245	0	0	0.000	13	0	1943	1051.000
1	2	23	2	3.261	0	0	0.000	13	0	1926	1014.000
1	2	23	2	3.278	0	0	0.000	13	0	1918	991.000
1	2	23	2	3.295	0	0	0.000	13	0	1912	964.000
1	2	23	2	3.311	0	0	0.000	13	0	1909	943.000
1	2	23	2	3.328	0	0	0.000	13	0	1903	916.000
1	2	23	2	3.345	0	0	0.000	13	0	1899	901.000
1	2	23	2	3.361	0	0	0.000	13	0	1895	892.000
1	2	23	2	3.378	0	0	0.000	13	0	1892	882.000
1	2	23	2	3.395	0	0	0.000	13	0	1887	872.000
1	2	23	2	3.411	0	0	0.000	13	0	1884	866.000
1	2	23	2	3.428	0	0	0.000	13	0	1882	861.000
1	2	23	2	3.445	0	0	0.000	13	0	1881	859.000
1	2	23	2	3.461	0	0	0.000	13	0	1880	856.000
1	2	23	2	3.478	0	0	0.000	13	0	1878	852.000
1	2	23	2	3.495	0	0	0.000	13	0	1876	848.000
1	2	23	2	3.511	0	0	0.000	13	0	1875	845.000
1	2	23	2	3.528	0	0	0.000	13	0	1873	842.000
1	2	23	2	3.545	0	0	0.000	13	0	1872	839.000
1	2	23	2	3.561	9	5	0.000	13	0	1870	836.000
1	2	23	2	3.578	9	5	0.000	13	0	1867	830.000
1	2	23	2	3.595	9	5	0.000	13	0	1865	825.000
1	2	23	2	3.611	9	5	0.000	13	0	1865	825.000
1	2	23	2	3.628	9	5	0.000	13	0	1864	822.000
1	2	23	2	3.645	9	5	0.000	13	0	1862	819.000
1	2	23	2	3.661	9	5	0.000	13	0	1862	819.000
1	2	23	2	3.683	1	5	0.250	13	0	1862	819.000
1	2	23	2	3.695	1	5	0.250	13	0	1862	819.000
1	2	23	2	3.711	1	5	0.250	13	0	1862	819.000
1	2	23	2	3.728	1	5	0.250	13	0	1862	819.000
1	2	23	2	3.745	1	5	0.250	13	0	1862	819.000
1	2	23	2	3.761	1	5	0.250	13	0	1862	819.000
1	2	23	2	3.783	1	5	0.250	13	0	1862	819.000
1	2	23	2	3.828	9	5	0.000	13	0	1862	819.000
1	2	23	2	3.845	9	5	0.000	13	0	1863	819.000
1	2	23	2	3.861	9	5	0.000	13	0	1867	819.000
1	2	23	2	3.878	0	0	0.000	13	0	1886	819.000
1	2	23	2	3.895	0	0	0.000	13	0	1906	819.000
1	2	23	2	3.911	0	0	0.000	13	0	1918	819.000
1	2	23	2	3.928	0	0	0.000	13	0	1940	818.000
1	2	23	2	3.945	9	9	0.000	13	0	1982	818.000
1	2	23	2	3.966	9	9	0.000	13	0	2003	818.000
1	2	23	2	3.978	9	9	0.000	13	0	2015	818.000
1	2	23	2	3.995	9	9	0.000	13	0	2021	818.000
1	2	23	2	4.016	9	9	0.000	13	0	2034	818.000
1	2	23	2	4.028	9	9	0.000	13	0	2060	818.000
1	2	23	2	4.045	9	9	0.000	13	0	2066	816.000
1	2	23	2	4.061	0	0	0.000	13	0	2077	815.000
1	2	23	2	4.078	0	0	0.000	13	0	2091	814.000
1	2	23	2	4.095	0	0	0.000	13	0	2107	813.000
1	2	23	2	4.116	0	0	0.000	13	0	2133	810.000
1	2	23	2	4.128	0	0	0.000	13	0	2136	810.000
1	2	23	2	4.145	9	13	0.000	13	0	2161	808.000
1	2	23	2	4.161	9	13	0.000	13	0	2181	808.000
1	2	23	2	4.178	9	13	0.000	13	0	2208	805.000
1	2	23	2	4.195	9	13	0.000	13	0	2221	805.000
1	2	23	2	4.211	9	13	0.000	13	0	2230	804.000
1	2	23	2	4.228	9	13	0.000	13	0	2233	804.000
1	2	23	2	4.245	9	13	0.000	13	0	2233	803.000
1	2	23	2	4.261	9	13	0.000	13	0	2233	803.000
1	2	23	2	4.278	9	13	0.000	13	0	2233	803.000
1	2	23	2	4.295	9	13	0.000	13	0	2233	803.000
1	2	23	2	4.311	9	13	0.000	13	0	2233	803.000
1	2	23	2	4.328	9	13	0.000	13	0	2233	803.000
1	2	23	2	4.345	9	13	0.000	13	0	2233	803.000
1	2	23	2	4.361	9	13	0.000	13	0	2233	803.000
1	2	23	2	4.378	1	13	0.250	13	0	2233	803.000
1	2	23	2	4.395	1	13	0.250	13	1	2233	803.000
1	2	23	2	4.432	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.447	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.462	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.477	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.492	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.507	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.522	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.538	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.553	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.568	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.583	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.598	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.613	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.628	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.643	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.658	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.674	10	13	0.250	13	1	2233	803.000
1	2	23	2	4.689	10	13	0.250	13	1	2233	804.000
1	2	23	2	4.704	10	13	0.250	13	1	2233	830.000
1	2	23	2	4.719	10	0	0.000	13	1	2229	858.000
1	2	23	2	4.734	10	0	0.000	13	1	2221	887.000
1	2	23	2	4.749	10	0	0.000	13	1	2213	920.000
1	2	23	2	4.764	10	14	0.000	13	1	2205	952.000
1	2	24	2	0.028	9	14	0.000	11	0	2194	983.000
1	2	24	2	0.045	9	14	0.000	11	0	2185	1001.000
1	2	24	2	0.062	9	14	0.000	11	0	2168	1032.000
1	2	24	2	0.078	0	0	0.000	11	0	2152	1059.000
1	2	24	2	0.095	0	0	0.000	11	0	2132	1093.000
1	2	24	2	0.112	0	0	0.000	11	0	2110	1124.000
1	2	24	2	0.128	0	0	0.000	11	0	2096	1145.000
1	2	24	2	0.145	9	11	0.000	11	0	2069	1178.000
1	2	24	2	0.162	9	11	0.000	11	0	2060	1189.000
1	2	24	2	0.178	9	11	0.000	11	0	2058	1193.000
1	2	24	2	0.195	9	11	0.000	11	0	2056	1194.000
1	2	24	2	0.212	9	11	0.000	11	0	2056	1195.000
1	2	24	2	0.228	9	11	0.000	11	0	2056	1195.000
1	2	24	2	0.245	9	11	0.000	11	0	2056	1195.000
1	2	24	2	0.262	9	11	0.000	11	0	2056	1196.000
1	2	24	2	0.278	9	11	0.000	11	0	2054	1198.000
1	2	24	2	0.295	9	11	0.000	11	0	2053	1199.000
1	2	24	2	0.312	9	11	0.000	11	0	2052	1200.000
1	2	24	2	0.328	9	11	0.000	11	0	2052	1200.000
1	2	24	2	0.345	9	11	0.000	11	0	2051	1200.000
1	2	24	2	0.362	9	11	0.000	11	0	2051	1201.000
1	2	24	2	0.378	9	11	0.000	11	0	2050	1201.000
1	2	24	2	0.395	9	11	0.000	11	0	2049	1201.000
1	2	24	2	0.412	9	11	0.000	11	0	2049	1201.000
1	2	24	2	0.428	9	11	0.000	11	0	2047	1202.000
1	2	24	2	0.445	9	11	0.000	11	0	2046	1202.000
1	2	24	2	0.462	9	11	0.000	11	0	2046	1202.000
1	2	24	2	0.478	9	11	0.000	11	0	2046	1202.000
1	2	24	2	0.495	1	11	0.250	11	0	2046	1202.000
1	2	24	2	0.512	1	11	0.250	11	1	2046	1202.000
1	2	24	2	0.550	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.565	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.580	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.595	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.610	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.625	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.640	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.655	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.670	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.685	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.701	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.716	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.731	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.746	10	11	0.250	11	1	2046	1202.000
1	2	24	2	0.761	10	11	0.250	11	1	2041	1204.000
1	2	24	2	0.776	10	11	0.250	11	1	1997	1215.000
1	2	24	2	0.791	10	0	0.000	11	1	1941	1217.000
1	2	24	2	0.806	10	0	0.000	11	1	1872	1217.000
1	2	24	2	0.821	10	7	0.000	11	1	1790	1217.000
1	2	24	2	0.837	10	0	0.000	11	1	1741	1217.000
1	2	24	2	0.852	10	0	0.000	11	1	1687	1217.000
1	2	24	2	0.867	10	3	0.250	11	1	1636	1216.000
1	2	24	2	0.882	10	3	0.250	11	1	1623	1216.000
1	2	25	2	0.028	9	3	0.000	3	0	1621	1216.000
1	2	25	2	0.045	9	3	0.000	3	0	1621	1216.000
1	2	25	2	0.061	9	3	0.000	3	0	1621	1216.000
1	2	25	2	0.078	9	3	0.000	3	0	1621	1216.000
1	2	25	2	0.095	9	3	0.000	3	0	1619	1216.000
1	2	25	2	0.111	9	3	0.000	3	0	1612	1216.000
1	2	25	2	0.128	9	3	0.000	3	0	1607	1216.000
1	2	25	2	0.145	9	3	0.000	3	0	1604	1216.000
1	2	25	2	0.161	9	3	0.000	3	0	1604	1216.000
1	2	25	2	0.178	9	3	0.000	3	0	1604	1216.000
1	2	25	2	0.195	9	3	0.000	3	0	1604	1216.000
1	2	25	2	0.211	9	3	0.000	3	0	1604	1216.000
1	2	25	2	0.228	9	3	0.000	3	0	1604	1216.000
1	2	25	2	0.245	9	3	0.000	3	0	1604	1216.000
1	2	25	2	0.261	9	3	0.000	3	0	1604	1216.000
1	2	25	2	0.278	1	3	0.250	3	0	1604	1216.000
1	2	25	2	0.295	1	3	0.250	3	1	1604	1216.000
1	2	25	2	0.332	10	3	0.250	3	1	1604	1216.000
1	2	25	2	0.347	10	3	0.250	3	1	1604	1216.000
1	2	25	2	0.362	10	3	0.250	3	1	1604	1216.000
1	2	25	2	0.377	10	3	0.250	3	1	1604	1216.000
1	2	25	2	0.392	10	3	0.250	3	1	1604	1216.000
1	2	25	2	0.408	10	3	0.250	3	1	1604	1216.000
1	2	25	2	0.423	10	3	0.250	3	1	1604	1216.000
1	2	25	2	0.438	10	3	0.250	3	1	1604	1216.000
1	2	25	2	0.453	10	3	0.250	3	1	1604	1216.000
1	2	25	2	0.468	10	3	0.250	3	1	1604	1215.000
1	2	25	2	0.483	10	3	0.250	3	1	1604	1199.000
1	2	25	2	0.498	10	3	0.250	3	1	1609	1181.000
1	2	25	2	0.513	10	3	0.250	3	1	1618	1157.000
1	2	25	2	0.528	10	3	0.250	3	1	1627	1138.000
1	2	25	2	0.543	10	3	0.250	3	1	1636	1118.000
1	2	25	2	0.559	10	0	0.000	3	1	1645	1099.000
1	2	25	2	0.574	10	0	0.000	3	1	1656	1075.000
1	2	25	2	0.589	10	0	0.000	3	1	1669	1046.000
1	2	25	2	0.604	10	2	0.000	3	1	1680	1019.000
1	2	25	2	0.619	10	0	0.000	3	1	1699	981.000
1	2	25	2	0.634	10	0	0.000	3	1	1705	968.000
1	2	25	2	0.649	10	0	0.000	3	1	1723	934.000
1	2	25	2	0.664	10	0	0.000	3	1	1743	890.000
1	2	26	2	0.029	0	0	0.000	13	0	1755	864.000
1	2	26	2	0.045	0	0	0.000	13	0	1763	845.000
1	2	26	2	0.062	0	0	0.000	13	0	1767	837.000
1	2	26	2	0.079	0	0	0.000	13	0	1769	833.000
1	2	26	2	0.100	9	5	0.000	13	0	1774	825.000
1	2	26	2	0.112	9	5	0.000	13	0	1776	822.000
1	2	26	2	0.129	9	5	0.000	13	0	1779	817.000
1	2	26	2	0.145	9	5	0.000	13	0	1781	814.000
1	2	26	2	0.162	9	5	0.000	13	0	1784	810.000
1	2	26	2	0.179	9	5	0.000	13	0	1788	806.000
1	2	26	2	0.195	9	5	0.000	13	0	1792	801.000
1	2	26	2	0.212	9	5	0.000	13	0	1798	795.000
1	2	26	2	0.229	9	5	0.000	13	0	1802	791.000
1	2	26	2	0.245	9	5	0.000	13	0	1806	786.000
1	2	26	2	0.262	9	5	0.000	13	0	1807	784.000
1	2	26	2	0.279	9	5	0.000	13	0	1808	784.000
1	2	26	2	0.295	9	5	0.000	13	0	1808	784.000
1	2	26	2	0.312	9	5	0.000	13	0	1808	784.000
1	2	26	2	0.329	9	5	0.000	13	0	1808	784.000
1	2	26	2	0.345	1	5	0.250	13	0	1808	784.000
1	2	26	2	0.362	1	5	0.250	13	0	1808	784.000
1	2	26	2	0.379	1	5	0.250	13	0	1808	784.000
1	2	26	2	0.395	1	5	0.250	13	0	1808	784.000
1	2	26	2	0.412	1	5	0.250	13	0	1808	784.000
1	2	26	2	0.429	1	5	0.250	13	0	1808	784.000
1	2	26	2	0.445	1	5	0.250	13	0	1808	784.000
1	2	26	2	0.462	1	5	0.250	13	0	1808	784.000
1	2	26	2	0.479	1	5	0.250	13	0	1808	784.000
1	2	26	2	0.529	9	5	0.000	13	0	1808	784.000
1	2	26	2	0.545	9	5	0.000	13	0	1813	784.000
1	2	26	2	0.562	9	5	0.000	13	0	1820	785.000
1	2	26	2	0.579	9	5	0.000	13	0	1839	789.000
1	2	26	2	0.595	9	5	0.000	13	0	1857	791.000
1	2	26	2	0.612	0	0	0.000	13	0	1899	792.000
1	2	26	2	0.629	0	0	0.000	13	0	1927	794.000
1	2	26	2	0.645	9	9	0.000	13	0	1979	796.000
1	2	26	2	0.662	9	9	0.000	13	0	2013	797.000
1	2	26	2	0.679	9	9	0.000	13	0	2025	799.000
1	2	26	2	0.695	9	9	0.000	13	0	2050	799.000
1	2	26	2	0.712	9	9	0.000	13	0	2056	799.000
1	2	26	2	0.729	9	9	0.000	13	0	2058	799.000
1	2	26	2	0.745	9	9	0.000	13	0	2063	799.000
1	2	26	2	0.762	9	9	0.000	13	0	2067	798.000
1	2	26	2	0.779	0	0	0.000	13	0	2078	794.000
1	2	26	2	0.800	0	0	0.000	13	0	2091	789.000
1	2	26	2	0.812	0	0	0.000	13	0	2094	788.000
1	2	26	2	0.829	0	0	0.000	13	0	2110	784.000
1	2	26	2	0.845	0	0	0.000	13	0	2124	780.000
1	2	26	2	0.862	0	0	0.000	13	0	2144	777.000
1	2	26	2	0.879	9	13	0.000	13	0	2158	776.000
1	2	26	2	0.895	9	13	0.000	13	0	2170	775.000
1	2	26	2	0.912	9	13	0.000	13	0	2196	775.000
1	2	26	2	0.929	9	13	0.000	13	0	2215	775.000
1	2	26	2	0.945	9	13	0.000	13	0	2234	775.000
1	2	26	2	0.962	9	13	0.000	13	0	2248	775.000
1	2	26	2	0.979	9	13	0.000	13	0	2255	775.000
1	2	26	2	0.995	9	13	0.000	13	0	2255	775.000
1	2	26	2	1.012	9	13	0.000	13	0	2255	775.000
1	2	26	2	1.029	9	13	0.000	13	0	2255	775.000
1	2	26	2	1.050	9	13	0.000	13	0	2255	775.000
1	2	26	2	1.062	9	13	0.000	13	0	2255	775.000
1	2	26	2	1.079	9	13	0.000	13	0	2255	775.000
1	2	26	2	1.100	1	13	0.250	13	0	2255	775.000
1	2	26	2	1.112	1	13	0.250	13	1	2255	775.000
1	2	26	2	1.149	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.164	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.179	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.195	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.210	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.225	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.240	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.255	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.270	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.285	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.300	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.315	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.331	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.346	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.361	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.376	10	13	0.250	13	1	2255	775.000
1	2	26	2	1.391	10	13	0.250	13	1	2254	780.000
1	2	26	2	1.406	10	13	0.250	13	1	2249	787.000
1	2	26	2	1.421	10	13	0.250	13	1	2245	795.000
1	2	26	2	1.437	10	13	0.250	13	1	2236	812.000
1	2	26	2	1.452	10	13	0.250	13	1	2223	832.000
1	2	26	2	1.467	10	0	0.000	13	1	2187	871.000
1	2	26	2	1.482	10	0	0.000	13	1	2157	898.000
1	2	27	2	0.028	0	0	0.000	11	0	2110	941.000
1	2	27	2	0.045	0	0	0.000	11	0	2086	966.000
1	2	27	2	0.061	9	10	0.000	11	0	2065	986.000
1	2	27	2	0.078	9	10	0.000	11	0	2041	1011.000
1	2	27	2	0.095	9	10	0.000	11	0	2026	1035.000
1	2	27	2	0.111	0	0	0.000	11	0	2016	1059.000
1	2	27	2	0.128	0	0	0.000	11	0	2015	1067.000
1	2	27	2	0.145	0	0	0.000	11	0	2015	1073.000
1	2	27	2	0.161	0	0	0.000	11	0	2015	1077.000
1	2	27	2	0.178	0	0	0.000	11	0	2014	1092.000
1	2	27	2	0.195	0	0	0.000	11	0	2014	1105.000
1	2	27	2	0.211	0	0	0.000	11	0	2014	1112.000
1	2	27	2	0.228	9	11	0.000	11	0	2014	1118.000
1	2	27	2	0.245	9	11	0.000	11	0	2015	1122.000
1	2	27	2	0.261	9	11	0.000	11	0	2015	1124.000
1	2	27	2	0.278	9	11	0.000	11	0	2015	1128.000
1	2	27	2	0.295	9	11	0.000	11	0	2015	1133.000
